1DU6_1	1DU6_1
5OBW_1	1QQN_1
5OBW_1	1QQO_1
5OBW_1	2BUP_1
5OBW_1	5EVZ_1
5OBW_1	5EY4_1
5OBW_1	5F0X_1
5OBW_1	5F2R_1
5OBW_1	5EXW_1
5OBW_1	5F1X_1
5OBW_1	5EX5_1
5WDK_1	5WDK_1
5WDK_1	5WDL_1
5YJ9_1	5YJ9_1
6A7V_1	6A7V_1
6A7V_2	6A7V_2
6BG8_1	6BG8_1
6CKA_1	6CKA_1
5YFK_1	5YFK_1
5YFK_1	5B23_1
5XEV_1	5XEV_1
6A4K_1	6A4K_1
6I9A_1	6I9A_1
6KM8_1	6KM8_1
6M9K_1	6M9K_1
6M9K_2	6M9K_2
6MAF_1	6MAF_1
6MAF_2	6MAF_2
6MAF_2	6MAG_1
6MAF_2	6EG7_1
6MAF_2	6M9G_1
6O1G_1	6O1G_1
6O1G_1	5EOD_1
6O1G_1	5I25_1
6U0O_1	6U0O_1
6U0O_2	6U0O_2
6YDK_1	6YDK_1
6YDK_1	6YDM_1
6YDK_1	6YDL_1
6YDK_1	6YDJ_1
6O1S_1	6O1S_1
6O1S_1	6TWB_1
6O1S_1	6TWC_1
6O1S_1	5F8Z_1
6O1S_1	5F8X_1
6O1S_1	5F8T_1
6O1S_1	4OGY_1
6O1S_1	4OGX_1
6O1S_1	2ANW_1
6O1S_1	2ANY_1
6O1S_1	6A8O_1
6O1S_1	2FPZ_1
6O1S_1	2FS8_1
6O1S_1	2FWW_1
6O1S_1	2FXR_1
6O1S_1	2FS9_1
6O1S_1	4MPW_1
6O1S_1	2ZA5_1
6YIG_1	6YIG_1
6YIG_1	6YEU_1
4CVS_1	4CVS_1
4CVS_1	4CVR_1
4CVS_1	4CVP_1
4CVS_1	4CVT_1
4CX8_1	4CX8_1
4CX8_1	4V0T_1
4CX8_1	4V08_1
4CX8_1	4V07_1
4DOW_1	4DOW_1
4DOW_1	4DOV_1
4FQG_1	4FQG_1
4JNH_1	4JNH_1
4JNH_1	4JMR_1
4JE4_2	4JE4_2
4JE4_2	4JEG_2
4QK1_1	4QK1_1
4QK1_1	1CAH_1
4QK1_1	4QK2_1
4QK1_1	4QK3_1
4OWR_1	4OWR_1
4OWR_2	4OWR_2
4S3H_1	4S3H_1
4XH7_1	4XH7_1
4YXX_1	4YXX_1
4X2Z_1	4X2Z_1
4YXY_1	4YXY_1
4XJV_1	4XJV_1
5BYO_1	5BYO_1
4YXZ_1	4YXZ_1
4YY5_1	4YY5_1
4YY5_1	4YY2_1
5CZW_1	5CZW_1
5CZW_1	5GWD_1
5DBK_1	5DBK_1
5DBK_1	4GPK_1
5GVV_1	5GVV_1
5GVV_1	5GVW_1
5JVP_1	5JVP_1
5JVP_1	5JV3_1
5JVP_1	5JVS_1
5JVP_1	5JVR_1
5JVP_1	5JVM_1
5JVP_1	5JX1_1
5JWY_1	5JWY_1
5XE3_1	5XE3_1
5XE3_1	5XE2_1
5XE3_2	5XE3_2
6ECC_1	6ECC_1
6ECC_1	6ECF_1
6ECC_1	6ECE_1
6ECC_1	6ECB_1
6ECC_1	6ECD_1
6GGP_1	6GGP_1
6GGP_1	6GGV_1
5XFW_1	5XFW_1
5XFW_1	5XFV_1
7NFW_1	7NFW_1
7NFW_1	6Y3M_1
7NFW_1	6Y3O_1
7NFW_1	6Y8E_1
7NFW_1	6Y44_1
7NFW_1	6Y40_2
7NFW_1	6Y3R_1
7NFW_1	6Y3S_1
7NFW_1	6Y3V_1
7NFW_1	6Y8B_1
7NFW_1	6Y8A_1
7NFW_1	6Y8D_1
7NFW_1	7C8E_1
7NFW_1	6Y1J_1
7NFW_1	6TCH_1
7NFW_1	2BR9_1
7NFW_1	5OMA_1
7NFW_1	6QZR_1
7NFW_1	6QZS_1
7NFW_1	6T5H_1
7NFW_1	6T5F_1
7NFW_1	6T80_1
7NFW_1	6ZVC_1
7NFW_1	6ZVB_1
7NFW_1	6ZVE_1
7NFW_1	6ZVD_1
7NFW_1	6FBY_1
7NFW_1	6FI5_1
7NFW_1	6FI4_1
7NFW_1	6FAV_1
7NFW_1	6FAU_1
7NFW_1	6FAW_1
7NFW_1	6FBW_1
7NFW_1	6HKF_1
7NFW_1	6HMT_1
7NFW_1	6HHP_1
7NFW_1	6HN2_1
7NFW_1	6HKB_1
7NFW_1	6HMU_1
7NFW_1	5OK9_1
7NFW_1	5OKF_1
7NFW_1	5OM0_1
7NFW_1	6YOW_1
7NFW_1	6YP2_1
7NFW_1	6YP3_1
7NFW_1	6YP8_1
7NFW_1	6YPL_1
7NFW_1	6YPY_1
7NFW_1	6YQ2_1
7NFW_1	6YOX_1
7NFW_1	6YOY_1
7NFW_1	6Y7T_1
7NFW_1	7B9M_1
7NFW_1	7B9T_1
7NFW_1	7BA7_1
7NFW_1	7BA8_1
7NFW_1	7BA9_1
7NFW_1	7BA3_1
7NFW_1	7BA6_1
7NFW_1	7BA5_1
7NFW_1	7BAA_1
7NFW_1	7BAB_1
7NFW_1	7B9R_1
7NFW_1	6ZCJ_1
7NFW_1	1O9C_1
7NFW_1	1O9D_1
7NFW_1	1O9F_1
7NFW_1	1O9E_1
7NFW_1	6XY5_1
7NFW_1	6Y18_1
7NFW_1	6Y3W_1
7NFW_1	6XXC_1
7NFW_1	6Y1D_1
7NFW_1	6Y58_1
7NFW_1	3MHR_1
7NFW_1	3UAL_1
7NFW_1	5N75_1
7NFW_1	6TWZ_1
7NFW_1	6YIC_1
7NFW_1	6YIB_1
7NFW_1	6YIA_1
7NFW_1	3LW1_1
7NFW_1	4IEA_1
7NFW_1	5N5T_1
7NFW_1	5N5R_1
7NFW_1	5N5W_1
7NFW_1	3IQJ_1
7NFW_1	3IQU_1
7NFW_1	3P1N_1
7NFW_1	4Y5I_1
7NFW_1	4Y32_1
7NFW_1	4Y3B_1
7NFW_1	5HF3_1
7NFW_1	5MYC_1
7NFW_1	5MY9_1
7NFW_1	6EIH_1
7NFW_1	3P1P_1
7NFW_1	3P1R_1
7NFW_1	3IQV_1
7NFW_1	4FL5_1
7NFW_1	5BTV_1
7NFW_1	6GHP_1
7NFW_1	3UX0_1
7NFW_1	3P1O_1
7NFW_1	3SP5_1
7NFW_1	3O8I_1
7NFW_1	3SMK_1
7NFW_1	3P1Q_1
7NFW_1	3SPR_1
7NFW_1	3SML_1
7NFW_1	3SMM_1
7NFW_1	3SMO_1
7NFW_1	3SMN_1
7NFW_1	4FR3_1
7NFW_1	3P1S_1
7NFW_1	2NPM_1
7NFW_1	4J6S_1
7NFW_1	2C63_1
7NFW_1	2C74_1
7NFW_1	2B05_1
7NFW_1	6SAD_1
7NFW_1	6S9K_1
7NFW_1	6A5S_1
7NFW_1	5YQG_1
7NFW_1	3UZD_1
7NFW_1	6BYJ_1
7NFW_1	6BYL_1
7NFW_1	6BZD_1
7NFW_1	7A6Y_1
7NFW_1	5D3E_1
7NFW_1	7A6R_1
7NFW_1	5WXN_1
7NFW_1	1A38_1
7NFW_1	1A37_1
7NFW_1	5J31_1
7NFW_1	6EF5_1
7NFW_1	2BTP_1
7NFW_1	4N7G_1
7NFW_1	2C23_1
7NFW_1	4N7Y_1
7NFW_1	4N84_1
7NFW_1	2V7D_1
7NFW_1	5JM4_1
7NFW_1	4HKC_1
7NFW_1	6KZH_1
7NFW_1	6KZG_1
7NFW_1	4WRQ_1
7NFW_1	5NAS_1
7NFW_1	4FJ3_1
7NFW_1	6RLZ_1
7NFW_1	5ULO_1
7NFW_1	2BQ0_1
7NFW_1	1QJA_1
7NFW_1	1QJB_1
7NFW_1	6A5Q_1
7NFW_1	5N10_2
7NFW_1	5N10_3
7NFW_1	4BG6_1
7NFW_1	7D8P_1
7NFW_1	7D9V_1
7NFW_1	7D8H_1
7NFW_1	6BYK_1
7NFW_1	6BD1_1
7NFW_1	6BCR_1
7NFW_1	6BCY_1
7NFW_1	6YO8_1
7NFW_1	6YMO_1
7NFW_1	6YOS_1
7NFW_1	6F09_1
7NFW_1	6BD2_1
7NFW_1	6BQT_1
7NFW_1	4IHL_1
7NFW_1	6HEP_1
7NFW_1	5D3F_1
7NFW_1	5LVZ_1
7NFW_1	5LX2_1
7CCE_1	7CCE_1
2P0W_1	2P0W_1
4GR4_1	4GR4_1
4GR4_1	4GR5_1
4J9Y_1	4J9Y_1
4J9Y_1	4J9Z_1
2IVZ_1	2IVZ_1
2IVZ_1	3IAX_1
2IVZ_1	4JML_1
2V1R_1	2V1R_1
2V1R_1	1N5Z_1
1XVP_2	1XVP_2
1XVP_2	1XV9_2
1XVP_2	1XLS_2
4N1A_1	4N1A_1
3VQM_1	3VQM_1
5C0M_1	5C0M_1
5C0M_1	3ME9_1
5DAH_1	5DAH_1
4ODP_1	4ODP_1
4ODP_1	4ODQ_1
5JHQ_1	5JHQ_1
5UPL_1	5UPL_1
5WA4_1	5WA4_1
5FC2_2	5FC2_2
5TYT_1	5TYT_1
5TYT_1	2OS6_1
6E8K_1	6E8K_1
6E8K_1	6E8M_1
6STI_1	6STI_1
6STI_1	3OAP_1
6STI_1	6JNR_1
6STI_1	4K6I_1
6STI_1	4K4J_1
6STI_1	2ZXZ_1
6STI_1	2ZY0_1
6STI_1	1XIU_1
6STI_1	1XDK_1
6STI_1	3OZJ_1
6STI_1	5Z12_2
6STI_1	1XVP_1
6STI_1	7A77_1
6STI_1	7A78_1
6STI_1	7A79_1
6STI_1	1XV9_1
6STI_1	3PCU_1
6STI_1	4RMD_1
6STI_1	4RME_1
6STI_1	4RMC_1
6STI_1	4RFW_1
6STI_1	4M8E_1
6STI_1	1MV9_1
6STI_1	1MVC_1
6STI_1	4POH_1
6STI_1	4POJ_1
6STI_1	4PP3_1
6STI_1	4M8H_1
6STI_1	4PP5_1
6STI_1	1XLS_1
6STI_1	1MZN_1
6STI_1	3H0A_1
7KZI_1	7KZI_1
7KZI_1	7KRU_1
7KZI_1	7KRW_1
7KZI_1	2KHO_1
7KZI_1	4B9Q_1
7KZI_1	7KRT_1
7KZI_1	7KO2_1
7KZI_1	7KRV_1
7KZI_1	7KZU_1
7KZI_1	5E84_1
7KZI_1	5OBV_1
7KZI_1	5OBU_1
6FWX_1	6FWX_1
1A4U_1	1A4U_1
1OJ9_1	1OJ9_1
1OJ9_1	1OJA_1
1OJ9_1	1OJD_1
1OJ9_1	1OJC_1
1CBU_1	1CBU_1
1SYN_1	1SYN_1
1SYN_1	3N5E_1
1SYN_1	3N5E_2
1SYN_1	4FGT_1
1SYN_1	3N5G_1
1VXA_1	1VXA_1
1VXA_1	1VXB_1
1VXA_1	1VXD_1
1VXA_1	1VXF_1
1VXA_1	1VXC_1
1VXA_1	1VXE_1
1VXA_1	1SPE_1
1VXA_1	1VXH_1
1VXA_1	1VXG_1
2FCR_1	2FCR_1
2LHB_1	2LHB_1
1JNF_1	1JNF_1
1JNF_1	1H76_1
1JNF_1	1DOT_1
2WL4_1	2WL4_1
2WL4_1	2WL4_2
2WL4_1	2WL4_3
2WL4_1	2WL4_4
2WL4_1	2WL5_1
2WL4_1	2WL5_2
2WL4_1	2WKU_1
2WL4_1	2WKV_1
2WL4_1	2WKT_1
2WL4_1	2WKT_2
2WL4_1	2WL6_1
2WL4_1	1WL5_1
2WL4_1	1WL4_1
2WYH_1	2WYH_1
2WYH_1	2WYI_1
6H9N_2	6H9N_2
4MDH_1	4MDH_1
4MDH_1	1CIV_1
6H9O_1	6H9O_1
6H9O_1	6H9N_1
1MOL_1	1MOL_1
4AIG_1	4AIG_1
4AIG_1	1IAG_1
4AIG_1	1KUI_1
4AIG_1	1KUK_1
4AIG_1	1KUG_1
4AIG_1	1YP1_1
2SNI_2	2SNI_2
1JPL_1	1JPL_1
1JPL_1	1UJJ_1
1JPL_1	1JWG_1
1JPL_1	1UJK_1
1JPL_1	1JWF_1
1JPL_1	1PY1_1
1JPL_1	3G2U_1
1JPL_1	3G2S_1
1JPL_1	3G2W_1
1JPL_1	1JUQ_1
2JKT_2	2JKT_2
2JKT_2	2JKR_2
2NUD_1	2NUD_1
4CT3_1	4CT3_1
4CT3_1	4CSH_1
3GJO_1	3GJO_1
3GJO_1	1WU9_1
3GJO_1	5JVU_1
2Y0I_1	2Y0I_1
2Y0I_1	2XUM_1
2Y0I_1	2ILM_1
2Y0I_1	3D8C_1
2Y0I_1	1H2K_1
2Y0I_1	1H2L_1
2Y0I_1	1H2M_1
2Y0I_1	4JAA_1
2Y0I_1	3P3N_1
2Y0I_1	3P3P_1
2Y0I_1	4B7K_1
2Y0I_1	4NR1_1
2Y0I_1	4B7E_1
2Y0I_1	5JWP_1
2Y0I_1	6RUJ_1
2Y0I_1	7A1S_1
3PA8_1	3PA8_1
3VZA_1	3VZA_1
3VZA_2	3VZA_2
4FT2_1	4FT2_1
4FT2_1	4FT4_1
4PO6_1	4PO6_1
4QBM_1	4QBM_1
4QBM_1	4QC1_1
4QBM_1	4QC3_1
5C5E_1	5C5E_1
5FU7_1	5FU7_1
5FU7_1	4CQO_1
5FU7_2	5FU7_2
5FU7_2	4C0D_2
5FU7_3	5FU7_3
5FU7_3	4C0D_3
5FU7_4	5FU7_4
4YZ6_1	4YZ6_1
4YZ6_1	4YWC_1
5V2O_1	5V2O_1
5OOB_2	5OOB_2
5OOB_2	5OO6_2
3R42_1	3R42_1
5W7Y_1	5W7Y_1
5W7Y_1	5W7X_1
6PAK_1	6PAK_1
6PAK_1	1LW6_1
6PAK_1	6O44_1
6PAK_1	7AM7_1
6PAK_1	7AM7_2
6PAK_1	7AM8_1
6PAK_1	7AM6_1
6PAK_1	7AM6_2
6PAK_1	7AM5_1
6PAK_1	7AM3_1
6PAK_1	7AM4_1
6PAK_1	5OX2_1
6PAK_1	1SUP_1
6PAK_1	1YJA_1
6PAK_1	1YJC_1
6PAK_1	1YJB_1
6PAK_1	6UBE_1
6PAK_1	6UAI_1
6PAK_1	6UAO_1
6PAK_1	2SIC_1
6PAK_1	1ST2_1
6PAK_1	3CNQ_2
6PAK_1	2ST1_1
6PAK_1	2SNI_1
6PAK_1	1SCN_1
6PAK_1	2SEC_1
6PAK_1	1CSE_1
6PAK_1	6Y5S_1
6PAK_1	1WSD_1
6PAK_1	6Y5T_1
6PAK_1	3VV2_1
6PAK_1	2E1P_1
6PAK_1	2Z2X_1
6PAK_1	2Z2Y_1
6PAK_1	2Z30_1
6PAK_1	2Z2Z_1
6B0U_1	6B0U_1
6YIF_1	6YIF_1
6YIF_1	3UII_1
6YIF_1	3UIH_1
6YIF_1	3UIG_1
6YIF_1	3UIK_1
6YIF_1	3UIJ_1
6YIF_1	1XOX_1
6YIF_1	6YIH_1
6YIF_3	6YIF_3
6YIH_2	6YIH_2
6YIH_2	6YIF_2
6YIH_3	6YIH_3
6RU6_1	6RU6_1
6RU6_1	6RU8_1
6RU6_1	6RU7_1
6RU6_1	1CSN_1
5YKO_1	5YKO_1
7JVX_1	7JVX_1
6Y9O_1	6Y9O_1
6Y9O_1	6Y9Q_1
6Y9O_1	6Y38_1
6Y9O_1	6Y9N_1
6Y9O_1	6Y9P_1
1CSE_2	1CSE_2
1CSE_2	2SEC_2
1FLE_2	1FLE_2
1FLE_2	2REL_1
1FLE_2	6ATU_1
4SGB_2	4SGB_2
4L05_1	4L05_1
6TRK_1	6TRK_1
1OBX_1	1OBX_1
1OBX_1	1R6J_1
1OBX_1	1OBY_1
1PZL_1	1PZL_1
1PZL_1	6CHT_1
6AEF_1	6AEF_1
1QZ2_1	1QZ2_1
6YEH_1	6YEH_1
6YEH_1	6YEI_1
5EZQ_1	5EZQ_1
5EZQ_1	6BCM_1
5EZQ_1	5EZS_1
4I2W_1	4I2W_1
4I2W_1	4I2Z_1
1AG8_1	1AG8_1
1AG8_1	1A4Z_1
5WBJ_1	5WBJ_1
5WBJ_1	5WBL_1
5WBJ_1	5WBK_1
5Z8N_1	5Z8N_1
5Z8N_1	5Z8L_1
5Z8N_1	5ZNR_1
5Z8N_1	5ZNP_1
6F0W_1	6F0W_1
6RRK_1	6RRK_1
6T36_1	6T36_1
6H7B_1	6H7B_1
6WX4_1	6WX4_1
6WX4_1	7CMD_1
6WX4_1	7CJD_1
6WX4_1	6WUU_1
6YVR_1	6YVR_1
5HEV_1	5HEV_1
6GQN_1	6GQN_1
6GQN_1	6GPZ_1
6GQN_1	6GP7_1
1EAB_1	1EAB_1
1EAB_1	1EAE_1
1EAB_1	1EAF_1
1EAB_1	1EAC_1
1EAB_1	1EAD_1
1EAB_1	1EAA_1
2GN5_1	2GN5_1
6G0Y_1	6G0Y_1
3BLM_1	3BLM_1
3BLM_1	1BLH_1
3BLM_1	4BLM_1
3BLM_1	2BLM_1
3BLM_1	7A74_1
3BLM_1	7A71_1
3BLM_1	7A5T_1
3BLM_1	7A5W_1
3BLM_1	7A72_1
1PCX_1	1PCX_1
1PCX_1	1PD0_1
1PCX_1	1PD1_1
3GCD_1	3GCD_1
2ARQ_1	2ARQ_1
2ARQ_1	1JRR_1
2ARQ_1	2ARR_1
5NTH_1	5NTH_1
5NTH_1	5NSK_1
5NTH_1	5NTD_1
5NTH_1	5NSQ_1
5NTH_1	5NSM_1
5NTH_1	5NTG_1
5NTH_1	5NTF_1
3ISW_1	3ISW_1
3ISW_1	2JF1_1
3ISW_1	2W0P_1
3ISW_1	2BRQ_1
4C2G_1	4C2G_1
4UCB_1	4UCB_1
4UCB_1	4UCA_1
4Z80_1	4Z80_1
5MK0_1	5MK0_1
5MK0_1	5MK1_1
5MK0_1	5MK2_1
5MK0_1	5MK3_1
5WMM_1	5WMM_1
5WMM_2	5WMM_2
6RRC_1	6RRC_1
6WMQ_1	6WMQ_1
6WMQ_1	3N00_1
6WMQ_1	6WMS_1
4GF3_1	4GF3_1
6TXS_1	6TXS_1
6TXS_1	1J19_1
6TXS_1	1SGH_1
6TXS_1	2ZPY_1
6TXS_1	2D10_1
6TXS_1	2D11_1
6TXS_1	2EMS_1
6TXS_1	2YVC_1
6TXS_1	2EMT_1
6TXS_1	1EF1_1
6TXS_1	1E5W_1
6TXS_1	8CIR_1
6TXS_1	8CIS_1
6PJV_1	6PJV_1
6PJV_1	3HO5_2
5KJR_1	5KJR_1
5KJR_1	5W4L_1
3L2E_2	3L2E_2
3L2E_2	3L2E_1
3L2E_2	3L2D_1
3L2E_2	4V7N_1
5N2A_2	5N2A_2
5N2A_2	5N28_2
5N2A_2	5N1Q_2
5N28_3	5N28_3
5N28_3	5N2A_3
5N28_3	5N1Q_3
1LV0_1	1LV0_1
6RMJ_1	6RMJ_1
6RMJ_1	4TWT_1
6RMJ_1	3IT8_1
4LL9_1	4LL9_1
4LL9_1	4LLA_1
4LL9_1	1EFX_4
4LL9_1	4N8V_1
4LL9_1	5OU9_1
4LL9_1	5OU8_1
4LL9_1	2GI7_1
4LL9_1	7NMU_1
4LL9_1	3D2U_3
4LL9_1	6EWA_4
4LL9_1	6EWC_4
4LL9_1	6EWO_4
4LL9_1	4NO0_4
4LL9_1	2DYP_4
5N1Q_1	5N1Q_1
5N1Q_1	5N2A_1
5N1Q_1	5N28_1
3FMA_1	3FMA_1
4HGD_1	4HGD_1
6F9S_2	6F9S_2
7DS6_1	7DS6_1
7DS6_1	7DS8_1
7DS6_2	7DS6_2
7DS6_2	7DS8_2
6F9W_1	6F9W_1
1SSH_1	1SSH_1
1SSH_1	1CKA_1
1SSH_1	1CKB_1
1T0J_1	1T0J_1
1T0J_2	1T0J_2
4XIB_1	4XIB_1
4XIB_1	4XI7_1
5GGI_1	5GGI_1
5LM5_1	5LM5_1
5LM5_1	5LMF_1
5LM5_1	5LMG_1
4YYD_1	4YYD_1
4YYD_1	4YY6_1
4YYD_1	4YYG_1
4YYD_1	4YYJ_1
4YYD_1	4YYI_1
4YYD_1	4YYH_1
4YYD_1	4YYK_1
4YYD_1	3HME_1
4YYD_1	4YY4_1
4YYD_1	4QYL_1
4YYD_1	5FFW_1
4YYD_1	5FFV_1
4YYD_1	2RS9_2
4YYD_1	3RCW_1
4YYD_1	4QYD_1
1EFR_1	1EFR_1
1EFR_2	1EFR_2
1EFR_3	1EFR_3
5TB7_1	5TB7_1
5TB7_1	5UE6_1
2JNG_1	2JNG_1
5C13_1	5C13_1
5C13_1	2K17_2
1QJT_1	1QJT_1
1XOD_1	1XOD_1
3AX5_1	3AX5_1
3AX5_1	3AX3_1
3AX5_1	3AWR_1
3AX5_1	3AX2_1
3AX5_1	2V1T_1
3AX5_1	2V1S_1
2WUH_1	2WUH_1
5IC6_1	5IC6_1
5IC6_1	2QLF_1
5IC6_1	2QLJ_1
5IC6_1	2QL7_1
5IC6_1	2QL5_1
5IC6_1	2QL9_1
5IC6_1	2QLB_1
5IC6_1	6CL2_1
5IC6_1	6CL1_1
5EX3_1	5EX3_1
5EX3_1	5HQ8_1
5EX3_1	5EX0_1
5EX3_1	5HI7_1
5EX3_1	3OXG_1
5EX3_1	3OXF_1
5EX3_1	3OXL_1
3BAS_1	3BAS_1
3BAS_1	3BAT_1
4MGX_1	4MGX_1
4MGX_1	3V8O_1
6ZRN_2	6ZRN_2
6ZRN_2	6ZQT_2
6QB2_1	6QB2_1
3NOH_1	3NOH_1
6MF6_1	6MF6_1
6MF6_1	6MF5_1
6MF6_1	6MF4_1
4YEC_1	4YEC_1
4YEC_2	4YEC_2
1SBP_1	1SBP_1
1CB9_1	1CB9_1
1CB9_1	1CCQ_1
1CB9_1	1FFJ_1
1CB9_1	1UG4_1
1GM0_1	1GM0_1
1ZMZ_1	1ZMZ_1
1ZMZ_1	2AMI_1
2LP0_1	2LP0_1
2MDF_1	2MDF_1
2KK9_1	2KK9_1
2N2E_1	2N2E_1
2KRA_1	2KRA_1
2OI3_1	2OI3_1
2OI3_1	4HCK_1
2OI3_1	5HCK_1
2OI3_1	2OJ2_1
5JPW_1	5JPW_1
2LA8_1	2LA8_1
2LVL_1	2LVL_1
6UCK_1	6UCK_1
6UCK_1	6UCJ_1
1X11_1	1X11_1
1X11_1	3SV1_1
1X11_1	1AQC_1
1NLN_1	1NLN_1
1NLN_1	4EKF_1
4F6C_1	4F6C_1
4F6C_1	4F6L_1
5O7O_1	5O7O_1
1N6E_1	1N6E_1
1N6E_1	1N6D_1
1N6E_1	1N6F_1
1KID_1	1KID_1
1KID_1	3M6C_1
1KID_1	1LA1_1
2D39_1	2D39_1
2D39_1	3FIB_1
2N32_1	2N32_1
1Y4H_1	1Y4H_1
1Y4H_2	1Y4H_2
3EFZ_1	3EFZ_1
3RL7_1	3RL7_1
3RL7_1	1RGR_1
3RL7_1	1IU0_1
3RL7_1	1IU2_1
3RL7_1	2MHO_1
3RL7_1	2WL7_1
3RL7_1	2I1N_1
3RL7_1	4H11_1
3RL7_1	1QLC_1
3RL7_1	2G2L_1
3RL7_1	2AWW_1
3RL7_1	2OQS_1
3RL7_1	2I0L_1
3RL7_1	2AWU_1
3RL7_1	2AWX_1
3RL7_1	4OAJ_1
3RL7_1	3RL8_1
3RL7_1	2BYG_1
3RL7_1	4G69_1
3RL7_1	2FNE_1
3RL7_1	3B76_1
3RL7_1	2IWP_1
3RL7_1	2IWO_1
3RL7_1	5VWI_1
3RL7_1	6XA6_1
2O8P_1	2O8P_1
3B1B_1	3B1B_1
6I7N_1	6I7N_1
6ZC5_1	6ZC5_1
6ZC5_1	6QPM_1
5YL7_1	5YL7_1
1LXE_1	1LXE_1
1LXE_1	1KWI_1
1LXE_1	4EYC_1
7LTC_1	7LTC_1
7LTC_1	7LTE_1
7LTC_1	7LTF_1
7LTC_1	7LTH_1
7LTC_1	7LTR_1
7LTC_1	7LTS_1
7LTC_2	7LTC_2
7LTC_2	7LTE_2
7LTC_2	7LTF_2
7LTC_2	7LTH_2
7LTC_2	7LTR_2
7LTC_2	7LTS_2
3JCL_1	3JCL_1
6DDF_1	6DDF_1
6DDF_1	1Y3A_1
6DDF_1	2XNS_1
6DDF_1	2G83_1
6DDF_1	6OMM_3
6DDF_1	3ONW_1
6DDF_1	6DDE_1
6DDF_1	3QI2_1
6DDF_1	3QE0_1
6DDF_1	8IA8_3
6DDF_1	8JGB_3
6DDF_1	8JGG_4
6DDF_1	6X18_1
6DDF_1	6X19_1
6DDF_1	6X1A_1
6DDF_1	6P9X_1
6DDF_1	6WHC_1
6DDF_1	6ORV_1
6DDF_1	6P9Y_1
6DDF_1	7KI0_1
6DDF_1	7KI1_1
6DDF_1	6VCB_3
6DDF_1	5VAI_3
6DDF_1	6XOX_1
6DDF_1	7F16_3
6DDF_1	7DUQ_3
6DDF_1	7EVM_1
6DDF_1	7DUR_1
6DDF_1	6UUN_1
6DDF_1	6UUS_1
6DDF_1	6WI9_1
6DDF_1	6WZG_3
6DDF_1	6UVA_1
6DDF_1	7BPH_1
6DDF_1	5UZ7_1
6DDF_1	6NIY_1
6DDF_1	6B3J_3
6DDF_1	6M1I_6
6DDF_1	6M1H_6
6DDF_1	6NBH_3
6DDF_1	7AUE_2
6DDF_1	6NBF_3
6DDF_1	6NBI_3
6DDF_1	7D3S_3
6DDF_1	6E3Y_3
6DDF_1	7DTY_3
6DDF_1	6PB1_3
6DDF_1	6PB0_3
6DDF_1	7MBX_1
6DDF_1	7CZ5_2
6DDF_1	7LCI_2
6DDF_1	7F9Y_1
6DDF_1	7F9Z_1
6DDF_1	8JBG_6
6DDF_1	8JBH_6
6DDF_1	8JGF_1
6DDF_1	8ZPT_1
6DDF_1	7F4D_2
6DDF_1	7D68_1
6DDF_1	7F4F_3
6DDF_1	7F4H_2
6DDF_1	7F4I_2
6DDF_1	8JIS_1
6DDF_1	8ZPS_1
6DDF_1	8WG8_1
6X0U_1	6X0U_1
6X0U_2	6X0U_2
6X0U_3	6X0U_3
6X0U_3	6M33_2
6IUR_1	6IUR_1
6IUR_2	6IUR_2
1A7M_1	1A7M_1
6X0V_1	6X0V_1
6X0V_2	6X0V_2
6X0V_3	6X0V_3
1HQB_1	1HQB_1
1HQB_1	1DV5_1
1HQB_1	4BPG_1
1HQB_1	4BPF_1
1HQB_1	4BPH_1
7MBY_4	7MBY_4
7MBY_4	7MBX_6
1QA4_1	1QA4_1
1QA4_1	1QA5_1
6DDE_5	6DDE_5
6DDE_5	6DDF_4
2B7E_1	2B7E_1
2I50_1	2I50_1
2IZ4_1	2IZ4_1
2IZ4_1	2IZ3_1
2FRY_1	2FRY_1
2FRW_1	2FRW_1
2FRW_1	1YWO_1
2FRW_1	1YWP_1
1NMW_1	1NMW_1
1NMW_1	1J6Y_1
1NMW_1	2LJ4_1
2LBT_1	2LBT_1
2LBT_1	2LCA_1
2LSG_1	2LSG_1
2LSG_1	2LSJ_1
2KIS_1	2KIS_1
2LQH_1	2LQH_1
2LQH_1	2LQI_1
2LQH_2	2LQH_2
2LQH_2	2LQI_2
6GBD_1	6GBD_1
6GBD_1	6GBE_1
6QAY_1	6QAY_1
5XEE_1	5XEE_1
5XEE_1	5XE4_1
5XEE_1	1U9U_1
5XEE_1	1U9M_1
2N1K_1	2N1K_1
2V3S_1	2V3S_1
2V3S_1	7O86_1
2V3S_1	7OKW_1
3U1J_1	3U1J_1
3U1J_1	3U1I_1
2HLE_2	2HLE_2
3ECH_1	3ECH_1
3RRR_2	3RRR_2
3RRR_2	3RRT_2
3RRR_1	3RRR_1
3RRR_1	3RRT_1
4DBA_1	4DBA_1
4DBA_1	4DB8_1
4DBA_1	4D4E_1
4DBA_1	5MFJ_1
4DBA_1	5MFK_1
4DBA_1	5MFI_1
4DBA_1	4D49_1
4DBA_1	5MFO_1
4DBA_1	5MFB_1
4DBA_1	4V3Q_1
4DBA_1	4DB9_1
4DBA_1	4DB6_1
6NYX_1	6NYX_1
6NYX_1	6NRO_1
6NYX_1	6PRL_1
6NYX_1	6PZ6_1
6NYX_1	6V3V_1
6NYX_1	6PYQ_1
6NYX_1	6O40_1
